# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 9 Manufacturer: Sony Model: H9436
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,54.375059,18.604058,82.320496,0.000000,10.720000,1562658555000
Raw,1686969,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,14,0.0,207,38954376811111,70,17.6,-196.55523681640625,1.220500111579895,16,0.0,0.0,1.59806246E9,,,,0,,3,0.0,1.59806246E9
Raw,1686969,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,13,0.0,207,38954372785642,24,25.7,555.679931640625,0.7444999814033508,16,0.0,0.0,1.60087501E9,,,,0,,3,0.0,1.60087501E9
Raw,1686969,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,15,0.0,207,38954366256407,933,15.3,-740.7138671875,20.12550163269043,16,0.0,0.0,1.602E9,,,,0,,3,0.0,1.602E9
Raw,1686970,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,24,0.0,207,38954374115154,61,18.2,-512.954833984375,1.1375000476837158,16,0.0,0.0,1.60312499E9,,,,0,,3,0.0,1.60312499E9
Raw,1686970,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,23,0.0,207,38954376636883,70,17.8,211.8304443359375,1.220500111579895,16,0.0,0.0,1.60368755E9,,,,0,,3,0.0,1.60368755E9
Raw,1686970,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,2,0.0,15,200972367072045,97,16.8,130.96961975097656,3.3370001316070557,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0,1.57542003E9
Raw,1686970,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,12,0.0,15,200972369404303,27,24.1,492.65130615234375,0.6300000548362732,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0,1.57542003E9
Raw,1686971,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,25,0.0,15,200972373496078,53,19.4,38.0967903137207,0.8659999966621399,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0,1.57542003E9
Raw,1686971,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,29,0.0,15,200972371488697,27,24.9,-389.62628173828125,0.5929999947547913,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0,1.57542003E9
Raw,1686971,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,31,0.0,15,200972367960580,61,18.2,-335.5448303222656,1.0069999694824219,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0,1.57542003E9
Raw,1686971,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,5,0.0,783,200958308567398,38,23.2,-4.176858901977539,2.0234999656677246,16,0.0,0.0,1.56109798E9,,,,0,,5,0.0,1.56109798E9
Raw,1686972,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,11,0.0,15,200958368895094,527,15.0,-109.19366455078125,14.428500175476074,16,0.0,0.0,1.56109798E9,,,,0,,5,0.0,1.56109798E9
Raw,1686972,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,13,0.0,15,200958315738189,1008,13.6,26.491846084594727,20.459001541137695,16,0.0,0.0,1.56109798E9,,,,0,,5,0.0,1.56109798E9
Raw,1686972,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,2,0.0,7183,200972362773138,148,14.7,-170.6839141845703,4.94350004196167,16,0.0,0.0,1.57542003E9,,,,0,,6,0.0,1.57542003E9
Raw,1686972,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,11,0.0,7183,200972366734819,148,14.5,104.33802032470703,4.94350004196167,16,0.0,0.0,1.57542003E9,,,,0,,6,0.0,1.57542003E9
Raw,1686973,1705442000000,,,-1246692066999178639,-0.18840885162353516,95.06267087999731,-24.079826156288583,15.207045591359439,14,25,0.0,7183,200972361623879,14,30.7,355.9336853027344,0.20000000298023224,16,0.0,0.0,1.57542003E9,,,,0,,6,0.0,1.57542003E9
Fix,gps,54.375059,18.604058,82.319458,0.000000,10.720000,1562658556000
Raw,1687971,1706442000000,,,-1246692066999178642,-0.9584026336669922,91.75699960906059,-16.083940647206504,15.104774331302247,14,14,0.0,207,38955376811766,79,17.6,-196.55523681640625,2.7205002307891846,16,0.0,0.0,1.59806246E9,,,,0,,3,0.0,1.59806246E9
Raw,1687971,1706442000000,,,-1246692066999178642,-0.9584026336669922,91.75699960906059,-16.083940647206504,15.104774331302247,14,13,0.0,207,38955372783877,19,27.2,555.9229125976562,0.25929999351501465,16,0.0,0.0,1.60087501E9,,,,0,,3,0.0,1.60087501E9
Raw,1687971,1706442000000,,,-1246692066999178642,-0.9584026336669922,91.75699960906059,-16.083940647206504,15.104774331302247,14,15,0.0,207,38955366259093,322,12.0,-741.7056274414062,9.935500144958496,16,0.0,0.0,1.602E9,,,,0,,3,0.0,1.602E9
Raw,1687972,1706442000000,,,-1246692066999178642,-0.9584026336669922,91.75699960906059,-16.083940647206504,15.104774331302247,14,24,0.0,207,38955374116846,24,25.2,-512.8674926757812,0.6028000116348267,16,0.0,0.0,1.60312499E9,,,,0,,3,0.0,1.60312499E9
